id,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,#_owner_children
375,Ford,2007,190000,60000,Petrol,Individual,Manual,Third Owner,4
376,Maruti,2013,400000,110000,Diesel,Individual,Manual,First Owner,3
377,Tata,2011,260000,97000,Diesel,Individual,Manual,Second Owner,0
378,Maruti,2017,400000,30000,Petrol,Individual,Manual,First Owner,3
379,Hyundai,2010,250000,40000,Petrol,Individual,Manual,First Owner,3
380,Hyundai,2019,600000,10000,Petrol,Individual,Manual,First Owner,4
381,Maruti,2010,175000,52047,Petrol,Individual,Manual,First Owner,2
382,Toyota,2011,450000,200000,Diesel,Individual,Manual,Third Owner,4
383,Tata,2019,350000,15000,Petrol,Individual,Automatic,Second Owner,5
384,Maruti,2018,800000,50000,Diesel,Individual,Manual,First Owner,5
385,Maruti,2011,250000,70000,Petrol,Individual,Manual,Second Owner,4
386,Maruti,2019,600000,10000,Petrol,Individual,Manual,First Owner,1
387,Maruti,2017,600000,90000,Diesel,Individual,Manual,First Owner,4
388,Maruti,2016,130000,40000,Petrol,Individual,Manual,First Owner,5
389,Maruti,2006,90000,62009,Petrol,Individual,Manual,Second Owner,2
390,Hyundai,2017,595000,33100,Petrol,Individual,Manual,Second Owner,2
391,Hyundai,2014,190000,40000,Petrol,Individual,Manual,Second Owner,5
392,Hyundai,1999,50000,120000,Petrol,Individual,Manual,Second Owner,5
393,Maruti,2007,95000,80000,Petrol,Individual,Manual,First Owner,1
394,Tata,2016,1000000,70000,Diesel,Individual,Manual,First Owner,4
395,Mahindra,2006,220000,220000,Petrol,Individual,Manual,Second Owner,3
396,Mahindra,2010,400000,50000,Diesel,Individual,Manual,First Owner,5
397,Datsun,2015,315000,45000,Petrol,Individual,Manual,Second Owner,2
398,Toyota,2014,1000000,110000,Diesel,Individual,Manual,First Owner,3
399,Ford,2014,500000,49000,Diesel,Individual,Manual,First Owner,2
400,Mahindra,2018,1600000,35000,Diesel,Individual,Automatic,First Owner,4
401,Mahindra,2017,500000,160000,Diesel,Individual,Manual,First Owner,2
402,Maruti,2007,70000,180000,Petrol,Individual,Manual,Third Owner,4
403,Maruti,2007,105000,60000,Petrol,Individual,Manual,Second Owner,2
404,Ford,2008,400000,110000,Diesel,Individual,Manual,Third Owner,3
405,Maruti,2004,80000,60000,Petrol,Individual,Manual,Third Owner,1
406,Maruti,2016,300000,30000,Petrol,Individual,Manual,First Owner,2
407,Mahindra,2017,409999,40000,Diesel,Individual,Manual,First Owner,3
408,Maruti,2009,250000,70000,Petrol,Individual,Manual,First Owner,3
409,Tata,2010,250000,120000,Diesel,Individual,Manual,Second Owner,1
410,Maruti,2012,215000,80000,Diesel,Individual,Manual,Third Owner,2
411,Toyota,2015,1400000,120000,Diesel,Individual,Manual,First Owner,4
412,Honda,2018,475000,20000,Petrol,Individual,Manual,First Owner,4
413,Honda,2018,475000,22000,Petrol,Individual,Manual,First Owner,2
414,Chevrolet,2008,75000,35000,Petrol,Individual,Manual,Second Owner,5
415,Chevrolet,2013,200000,120000,Diesel,Individual,Manual,Second Owner,4
416,Tata,2019,575000,8000,Petrol,Individual,Manual,First Owner,0
417,Maruti,2011,150000,40000,Diesel,Individual,Manual,Second Owner,4
418,Maruti,2018,850000,10000,Diesel,Individual,Manual,First Owner,0
419,Hyundai,2019,350000,30000,Petrol,Individual,Manual,First Owner,1
420,Ford,2011,550000,54000,Diesel,Individual,Manual,Second Owner,0
421,Hyundai,2017,330000,80577,Petrol,Individual,Manual,First Owner,2
422,Honda,2017,1044999,25000,Diesel,Individual,Manual,First Owner,5
423,Hyundai,2011,300000,127500,Diesel,Individual,Manual,Second Owner,5
424,Hyundai,2015,235000,40903,Petrol,Dealer,Manual,First Owner,0
425,Ford,2011,120000,60000,Petrol,Individual,Manual,Third Owner,4
426,Maruti,2004,130000,46000,Petrol,Individual,Manual,First Owner,2
427,Ford,2004,275000,22288,Diesel,Dealer,Manual,Second Owner,4
428,Volkswagen,2011,270000,180000,Diesel,Individual,Manual,Second Owner,4
429,Volkswagen,2015,500000,30000,Diesel,Individual,Manual,Second Owner,0
430,Hyundai,2015,400000,61690,Petrol,Dealer,Manual,First Owner,1
431,Hyundai,2015,600000,64484,Petrol,Dealer,Manual,First Owner,3
432,Audi,2012,1350000,90000,Diesel,Individual,Automatic,Second Owner,1
433,Renault,2013,400000,75976,Diesel,Dealer,Manual,Second Owner,4
434,Ford,2011,220000,70000,Diesel,Individual,Manual,Second Owner,0
435,Honda,2012,300000,85962,Petrol,Dealer,Manual,Second Owner,4
436,Maruti,2018,250000,120000,Petrol,Individual,Manual,First Owner,1
437,Honda,2015,600000,120000,Diesel,Individual,Manual,First Owner,3
438,Honda,2012,285000,75000,Petrol,Individual,Automatic,Second Owner,4
439,Honda,2009,350000,57035,Petrol,Dealer,Manual,First Owner,3
440,Mahindra,2011,170000,70000,Diesel,Individual,Manual,Third Owner,0
441,Ford,2015,229999,45000,Petrol,Individual,Manual,First Owner,0
442,Mahindra,2013,500000,72104,Diesel,Dealer,Manual,Second Owner,1
443,Tata,2011,75000,15000,Petrol,Individual,Manual,First Owner,2
444,Hyundai,2016,600000,30000,Petrol,Individual,Manual,First Owner,4
445,Tata,2011,220000,80000,Diesel,Individual,Manual,First Owner,2
446,Tata,2009,150000,164000,Diesel,Individual,Manual,Second Owner,3
447,Maruti,2006,65000,124439,Petrol,Individual,Manual,Second Owner,5
448,Maruti,2006,120000,77000,Petrol,Individual,Manual,Second Owner,4
449,Maruti,2014,240000,90000,Diesel,Individual,Manual,First Owner,0
450,Renault,2017,390000,30000,Petrol,Individual,Manual,First Owner,2
451,Chevrolet,2012,180000,50000,Petrol,Individual,Manual,First Owner,0
452,Maruti,2012,320000,80000,Diesel,Individual,Manual,Second Owner,1
453,Maruti,2018,310000,5000,Petrol,Individual,Manual,First Owner,1
454,Maruti,2018,420000,24000,Petrol,Individual,Automatic,First Owner,4
455,Tata,2019,550000,10000,Petrol,Individual,Manual,First Owner,1
456,Maruti,2016,550000,78000,Diesel,Individual,Manual,Third Owner,3
457,Mahindra,2018,760000,50000,Diesel,Individual,Manual,First Owner,1
458,Maruti,2001,43000,100000,Petrol,Individual,Manual,Second Owner,3
459,Maruti,2018,250000,20000,Petrol,Individual,Manual,First Owner,5
460,Hyundai,2019,500000,1250,Petrol,Individual,Manual,First Owner,5
461,Tata,2015,380000,17152,Petrol,Individual,Manual,First Owner,3
462,Mahindra,2019,1850000,5000,Diesel,Individual,Automatic,First Owner,3
463,Volkswagen,2012,350000,77000,Diesel,Individual,Manual,First Owner,3
464,Hyundai,2008,195000,90000,Diesel,Individual,Manual,Second Owner,2
465,Chevrolet,2011,225000,80000,Petrol,Individual,Manual,Second Owner,3
466,Toyota,2015,1125000,65000,Diesel,Individual,Manual,First Owner,2
467,Tata,2011,133000,80000,Diesel,Individual,Manual,First Owner,2
468,Hyundai,2013,200000,24005,Petrol,Individual,Manual,First Owner,5
469,Maruti,2018,940000,20000,Diesel,Individual,Manual,First Owner,1
470,Renault,2014,400000,120000,Diesel,Individual,Manual,First Owner,1
471,Hyundai,2009,120000,120000,Petrol,Individual,Manual,Second Owner,5
472,Maruti,2015,625000,80000,Diesel,Individual,Manual,First Owner,4
473,Maruti,2005,110000,80000,Petrol,Individual,Manual,First Owner,5
474,Renault,2012,490000,100000,Diesel,Individual,Manual,First Owner,3
475,Maruti,2009,140000,120000,Petrol,Individual,Manual,Second Owner,4
476,Ford,2011,175000,149000,Diesel,Individual,Manual,Second Owner,2
477,Maruti,2005,90000,65000,Petrol,Individual,Manual,Second Owner,5
478,Maruti,2009,275000,100000,Diesel,Individual,Manual,Second Owner,2
479,Volkswagen,2011,300000,65000,Diesel,Individual,Manual,Second Owner,3
480,Datsun,2018,270000,19000,Petrol,Individual,Manual,Second Owner,4
481,Chevrolet,2010,130000,80000,Petrol,Individual,Manual,Second Owner,1
482,Maruti,2015,275000,30000,Petrol,Individual,Manual,First Owner,4
483,Maruti,2012,352000,109000,Diesel,Individual,Manual,First Owner,1
484,Hyundai,2012,180000,90000,LPG,Individual,Manual,First Owner,2
485,Maruti,2012,150000,90000,Petrol,Individual,Manual,First Owner,3
486,Volkswagen,2011,300000,65000,Diesel,Individual,Manual,Second Owner,1
487,Maruti,2010,300000,110000,Diesel,Individual,Manual,Second Owner,4
488,Mahindra,2007,225000,120000,Diesel,Individual,Manual,First Owner,0
489,Honda,2014,600000,44000,Diesel,Individual,Manual,First Owner,1
490,Maruti,2015,500000,80000,Petrol,Individual,Manual,First Owner,0
491,Honda,2018,900000,5000,Petrol,Individual,Manual,First Owner,3
492,Hyundai,2016,600000,61000,Petrol,Individual,Manual,First Owner,0
493,Toyota,2011,450000,100000,Diesel,Individual,Manual,Second Owner,4
494,Hyundai,2009,270000,27633,Petrol,Individual,Manual,First Owner,0
495,Maruti,2010,310000,100000,Diesel,Individual,Manual,Third Owner,2
496,Hyundai,2012,250000,100000,LPG,Individual,Manual,First Owner,0
497,Ford,2019,700000,12586,Petrol,Dealer,Manual,First Owner,3
498,Fiat,2018,650000,38083,Diesel,Dealer,Manual,First Owner,4
499,Ford,2012,400000,55328,Diesel,Dealer,Manual,First Owner,5
500,Ford,2012,425000,81632,Diesel,Dealer,Manual,First Owner,0
501,Ford,2016,600000,155201,Diesel,Dealer,Manual,First Owner,5
502,Ford,2013,600000,93283,Diesel,Dealer,Manual,First Owner,2
503,Maruti,2009,300000,217871,Diesel,Dealer,Manual,First Owner,1
504,Ford,2012,450000,90165,Diesel,Dealer,Manual,First Owner,4
505,Ford,2014,750000,101504,Diesel,Dealer,Manual,First Owner,4
506,Ford,2010,325000,86017,Diesel,Dealer,Manual,Second Owner,1
507,Mahindra,2013,900000,85036,Diesel,Dealer,Manual,Second Owner,0
508,Ford,2006,180000,91086,Petrol,Dealer,Manual,Second Owner,4
509,Fiat,2013,350000,160254,Diesel,Dealer,Manual,Second Owner,2
510,Ford,2013,600000,125531,Diesel,Dealer,Manual,Second Owner,0
511,Honda,2019,900000,60000,Diesel,Individual,Manual,First Owner,3
512,Skoda,2006,350000,100000,Diesel,Individual,Manual,First Owner,0
513,Maruti,2013,280000,90000,Diesel,Individual,Manual,Third Owner,3
514,Mahindra,2009,225000,120000,Diesel,Individual,Manual,Second Owner,1
515,Honda,2014,520000,82000,Diesel,Individual,Manual,First Owner,3
516,Mahindra,2016,509999,60000,Diesel,Individual,Manual,First Owner,3
517,Maruti,2019,556000,24000,Petrol,Individual,Manual,First Owner,2
518,Tata,2014,225000,120000,Diesel,Individual,Manual,First Owner,1
519,Honda,2013,325000,65000,Diesel,Dealer,Manual,First Owner,5
520,Maruti,2013,365000,65000,Diesel,Dealer,Manual,First Owner,0
521,Hyundai,2015,850000,84000,Diesel,Dealer,Manual,First Owner,4
522,Toyota,2013,350000,75000,Diesel,Dealer,Manual,First Owner,3
523,Maruti,2007,225000,50000,Diesel,Dealer,Manual,First Owner,5
524,Maruti,2011,135000,50000,Petrol,Individual,Manual,First Owner,4
525,Maruti,2007,140000,49000,Petrol,Dealer,Manual,First Owner,0
526,Maruti,2016,665000,560000,Diesel,Dealer,Manual,First Owner,1
527,Renault,2015,275000,14365,Petrol,Dealer,Manual,First Owner,3
528,Toyota,2017,2750000,41000,Diesel,Individual,Automatic,First Owner,4
529,Hyundai,2013,484999,65000,Diesel,Dealer,Manual,First Owner,3
530,Maruti,2015,565000,65000,Diesel,Dealer,Manual,First Owner,4
531,Maruti,2013,425000,61083,Diesel,Dealer,Manual,First Owner,1
532,Toyota,2013,925000,75000,Diesel,Individual,Manual,First Owner,2
533,Mahindra,2012,565000,72000,Diesel,Dealer,Manual,First Owner,3
534,Renault,2014,525000,65000,Diesel,Dealer,Manual,First Owner,1
535,Hyundai,2017,1650000,55000,Diesel,Dealer,Manual,First Owner,2
536,Hyundai,2015,295000,21000,Petrol,Dealer,Manual,Second Owner,3
537,Jaguar,2012,2050000,66363,Petrol,Dealer,Automatic,Second Owner,5
538,Hyundai,2018,1475000,11700,Petrol,Dealer,Automatic,First Owner,2
539,Hyundai,2017,1100000,10000,Petrol,Individual,Automatic,First Owner,2
540,Mercedes-Benz,2014,4400000,100000,Diesel,Individual,Automatic,Second Owner,0
541,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,3
542,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,4
543,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,5
544,Volkswagen,2017,850000,20000,Petrol,Dealer,Automatic,Second Owner,0
545,Renault,2015,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner,3
546,Maruti,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,1
547,Honda,2014,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner,0
548,Maruti,2016,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner,1
549,Hyundai,2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,3
550,Honda,2015,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner,0
551,Toyota,2018,1725000,23974,Diesel,Dealer,Automatic,Second Owner,1
552,BMW,2016,2150000,43000,Diesel,Dealer,Automatic,First Owner,1
553,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,0
554,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,1
555,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,0
556,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,4
557,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner,5
558,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner,3
559,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,3
560,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,2
561,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,0
562,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,2
563,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner,3
564,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,5
565,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,0
566,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner,0
567,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,4
568,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner,5
569,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner,4
570,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,0
571,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,3
572,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,2
573,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,0
574,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,2
575,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,5
576,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner,5
577,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner,3
578,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,3
579,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,3
580,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,3
581,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,3
582,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner,0
583,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,1
584,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,1
585,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner,0
586,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,0
587,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner,0
588,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner,3
589,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,4
590,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,5
591,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,2
592,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,2
593,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,2
594,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,2
595,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner,2
596,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner,1
597,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,0
598,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,3
599,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,3
600,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,2
601,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner,5
602,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,3
603,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,4
604,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner,5
605,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,0
606,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner,4
607,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner,5
608,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,2
609,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,0
610,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,4
611,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,0
612,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,2
613,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,1
614,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner,2
615,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner,3
616,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,2
617,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,1
618,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,4
619,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,5
620,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner,0
621,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,3
622,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,1
623,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner,0
624,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,1
625,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner,1
626,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner,2
627,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,1
628,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,2
629,Hyundai,2013,350000,50000,Petrol,Individual,Manual,Second Owner,0
630,Maruti,2014,114999,30000,Petrol,Individual,Manual,First Owner,1
631,Hyundai,2013,380000,50000,Petrol,Individual,Manual,Second Owner,1
632,Maruti,1995,95000,100000,Petrol,Individual,Manual,Second Owner,4
633,Mahindra,2016,900000,35000,Diesel,Individual,Manual,First Owner,1
634,Chevrolet,2012,200999,90000,Petrol,Individual,Manual,Second Owner,4
635,Maruti,2014,229999,11451,Petrol,Individual,Manual,First Owner,5
636,Tata,2019,800000,60000,Diesel,Individual,Manual,First Owner,0
637,Mahindra,2012,150000,172000,Diesel,Individual,Manual,Second Owner,5
638,Maruti,2018,600000,60000,Diesel,Individual,Manual,First Owner,2
639,Chevrolet,2005,150000,150000,Diesel,Individual,Manual,First Owner,1
640,Chevrolet,2009,150000,66000,Diesel,Individual,Manual,First Owner,0
641,Maruti,2019,380000,5000,Petrol,Individual,Manual,First Owner,1
642,Maruti,2006,80000,66508,Petrol,Individual,Manual,Second Owner,1
643,Honda,2007,225000,55000,Petrol,Individual,Manual,Second Owner,0
644,Tata,2012,75000,29900,Petrol,Individual,Manual,First Owner,0
645,Tata,2017,1600000,3000,Diesel,Individual,Manual,First Owner,3
646,Tata,2012,185000,85000,Diesel,Individual,Manual,First Owner,0
647,Mahindra,2011,425000,50000,Diesel,Individual,Manual,First Owner,5
648,Tata,2010,100000,120000,Diesel,Individual,Manual,Second Owner,4
